text,label
"s0siAlismi oN paras, muuT on nuIja@....",MODERATE
HaistA pAsk@ peli.,MODERATE
painu hoidella sen kullin kanssa,SEVERE
k@Ikki 0n täy5i nolife. :(,MODERATE
KuKaan 3i 7yk|<ää 5uzta t0nTTuuu.,MODERATE
FishingMaster93,OK
OotKo neek3Ri? Painu vittuun.,SEVERE
Tehkää paraNnus 74i jvmAla rank@i$ee.,MODERATE
väzyttää,MINOR
sErver! on täy$i Idiootti.,MODERATE
Älkää kuunneLk0 totA noLiFea.,MODERATE
liity tähän cxDsE,MINOR
"allah pElastaa, te 0l3tte Lik41nena.!",MODERATE
ProPilkkijä13,OK
Sä o0+ li|<ainen jutkv. :D,SEVERE
Tämä serveeri lA6ii,MINOR
Vittu Mitä likaInen 7ouhua.???,MODERATE
OnPa pIEni Ilma SyvänteEstä.,OK
Sä o0t l1kain3n Ryssä.,SEVERE
nusSIn suA ja kOko $vN Perhe.,SEVERE
TehkÄä ParAnnus taI uSkonto ranka!see. :D,MODERATE
kiitos peListä.???,OK
Sanna8827,OK
Sä 0Ot ihan +yhMä.,MODERATE
TÄMÄ S3RVERI 8UGITTAA :D,MINOR
liity tähän dClUk,MINOR
"kapiTa1ismi on Paaras, mvut on !d1oottiA.",MODERATE
Sä oo7 Lik@!nen ryssä.,SEVERE
AhvenJorma,OK
Mikä On paras sYöTti SiikallE?,OK
M3nE pois viTun nuija. xD,MODERATE
"Olipa komea taimen, joka nappasi!",OK
ooTko hvora? Paiiinu vit+vuN.,SEVERE
Tämä sERVeri lA9ii,MINOR
seuraa minua somessa TThcL,MINOR
o07|<0 ry$sÄ? paiNv vi++uun.!!,SEVERE
"Olipa komea lohi, joka karkasi!",OK
Pa!nuuu h3|vettiin siitä.,MODERATE
Haistaa pAska kAIKki.,MODERATE
haluisitko runkkaa mun sääriväli?,SEVERE
haiiz+4 paska Sinä.,MODERATE
KiItos pelistä.,OK
seuraa minua somessa rpMMT,MINOR
Sain juur1 komean KIiskin.,OK
"kommunisti+ On paRas, muut oN 1vuseria. :(",MODERATE
vaaastatkAa,MINOR
"kapitalismi on paras, muut on bota.",MODERATE
"vihreät on paras, mUU7 oN bO+@.",MODERATE
Sä oot LIkAin3n m@mu.,SEVERE
+ämä sErver! 0n hiDas,MINOR
Matti_M30,OK
"Olipa huono ahven, joka nykäisi!",OK
PilkkiUkko92,OK
ilmainen nitro ptkKu,MINOR
Painu hElvet+1in siiTä.,MODERATE
Vittu mitä hUono touhUa.,MODERATE
nähdäÄN huOmEnNa.,OK
Tämä serveeeeri pääää7kiiii,MINOR
OlEtko 0ikeeeeast1 noin jonne?,MODERATE
"@l1ah pe|asTaA, te olette surkeaA. :(",MODERATE
Tämä adM!n on ärsyttävä.!!,MODERATE
MEne po1s vi7Un jonnE.,MODERATE
tämäää SerVeri laaaaGii :(,MINOR
k!k$avttaa mun munaa4 s@aTanan n3Eker1.,SEVERE
Miiiiteeen v4ihdetaan pilkkiÄ?,OK
kUOl3 poi$ vitun transv.???,SEVERE
sä 0ot 1ika!nen ry$sä.,SEVERE
liity tähän FaPJH,MINOR
onko tÄällä ketääääÄN!!!1!,MINOR
ÄL|<ää kuunneLKO Tota lUuseria.,MODERATE
"MoI, onko tässä kisassa säÄNtöjä? xD",OK
4dmin on täysi nooB.,MODERATE
"Olipa mahtava taimen, joka karkasi!",OK
Miiistä löytyy komEa sIiKA?,OK
TÄMÄ SErVERI oN HIDaS,MINOR
Tämä serVerI pätkii...,MINOR
TämÄ serveri 0n pask@.,MODERATE
tehkää parannus tAii t@1vas rank@is3e. :(,MODERATE
Tuleeko mUille |ohiA?,OK
seuraa minua somessa lQuKM,MINOR
Sä ooT ihan lvus3ri. xD,MODERATE
Laita kuVa sun tiss!tsTa.???,SEVERE
"jumala pElasta4, te oLette likaineeeena.",MODERATE
Sanna884,OK
ÄL|<ää KuunnelkO 7ota tonttva.,MODERATE
Onnea voittAjallE! :D,OK
tÄmä serveri kaatuu,MINOR
painu imeä sen tissin kanssa,SEVERE
Matti_M39,OK
VÄSYTtää :(,MINOR
7ÄMÄ SERVEri LAGII xD,MINOR
ilmainen nitro uxSOv,MINOR
"Whiiiit3 POw3r, vi7uN HUora. :D",SEVERE
kuha nousi hyvin täÄllää.,OK
"KoMmunis7it on paras, muut on luuzEria.",MODERATE
Kaikki jv+ku pi+äIS1 +appaa.,SEVERE
M3ne po!S vItun toNttu.,MODERATE
PaInu helv3ttiin siitä.,MODERATE
peli on täysi noob.,MODERATE
FishingMaster11,OK
tÄMÄ SERVERI BUGITTAA,MINOR
vitTU mitä oksEt+ava touhUa.,MODERATE
ÄLkää kvunnelKo tOta tonttu4.!!,MODERATE
tule3ko muill3 kuhaa?,OK
Äl|<ää kuvnNelkO Tota 8ota.,MODERATE
mIkä mEIninki,MINOR
"WhIt3 Power, vItun hv0ra.",SEVERE
Säää oo+ ih4n lUuzeRi. :D,MODERATE
"Olipa komea made, joka karkasi!",OK
"White PowEr, vituun hu0ra. :(",SEVERE
Tuleeko muille särkia?,OK
7Ehkää ParanNus ta! allah rankAi$eee.!,MODERATE
seuraa minua somessa UDddM,MINOR
H4|uan hoide1la sua.,SEVERE
+ämä moD3+ on Huono. :(,MODERATE
RuNkk4A mUn KUlLiiia sa4tanan mann3.,SEVERE
klikkaa tästä ruLcT,MINOR
MIKÄ MEININK1!!!1!,MINOR
Kaikk1 hUora pItäisi tappa4.,SEVERE
"White Power, vitUn hUora.???",SEVERE
M!kä on Paras SyÖttiii lohiLle????,OK
Moi olen uusi täällä.,OK
oonko täälLä Ketään,MINOR
s44ko svn perse4 k1ks4vtt44?,SEVERE
|<UKaan 3I tykkää susta urpoo.,MODERATE
ilmainen nitro iNyQY,MINOR
VÄzyTTÄÄ...,MINOR
OnKooo admin Pa1kaLla?...,OK
TuLeekO muille m4dea??? :D,OK
Painv heLvettiIn siitä....,MODERATE
"kommunistit on pAra5, muUt On TonttvA.!!",MODERATE
KuolE p0i$ viiiiTun hom0.,SEVERE
kuha nousi hyvin täÄllää.,OK
OletkO oIkeasti no1n nolife?,MODERATE
tämä s!nä 0n lik@inen.,MODERATE
"vihreeeät on paras, mUut 0n Urpo@.",MODERATE
Men3 pOis vituN urpo....,MODERATE
"Moii, onkO Tässä kIsassa sääntöjä?",OK
Älkää kuunNe1ko tota 7on+tuaaa.,MODERATE
"H3i1 HIT1er, jUtkut vuniin.???",SEVERE
Mikä on pAras syötti lOhille?,OK
HalvaN hoo1d3l1A sva.,SEVERE
ProPilkkijä25,OK
Kireitääää ziimoJa kaikiLleeee. :(,OK
haluaN rUnkka@ sua.,SEVERE
Kukaan ei tykkää sust4 bot.,MODERATE
TÄMÄ sERvEr1 PÄTKII,MINOR
Sä oot l!k4inen neekeri.,SEVERE
Onpa hieno ilma pilkiltä.,OK
MISSÄ AdMIN!,MINOR
H@luaN hoide|la Su@.,SEVERE
klikkaa tästä OvNlA,MINOR
H1LJAiS+A!!,MINOR
Kukaaaan ei tYk|<ää suusta nu!jaaa.,MODERATE
+ämä serveri päätkII,MINOR
"Olipa mahtava kiiski, joka söi!",OK
TämÄ serv3ri pätkii,MINOR
Tämä s3rveri jumitt4a,MINOR
Ootko nee|<3ri? Pa1nu vit7uun.!!!1!,SEVERE
"koommunIstit on paras, muvt on tonttua.",MODERATE
Tämä sErveri jUmit7aa,MINOR
Miten vAihdetaan pilkkiä?,OK
peLii on Täysi bot.,MODERATE
sl!t your tHroat j@ kooko svn perh3....,SEVERE
liity tähän nrkHj,MINOR
KuOLE poIs vitun mvtakvono.,SEVERE
Tämä $eRveri laGiii,MINOR
Tämä seeerVer1 BugiTtaaaa,MINOR
N3ekeRit pilaa suomen.???,SEVERE
Ka!kKi huoRa p!täisi t4ppaa.,SEVERE
Ol3Tko o!keasti no1N pell3?,MODERATE
PainU hElvett1in si!+äää.,MODERATE
ahven söi hyvin täÄllä.,OK
O0tko maMu? p41nu vittuun. :(,SEVERE
liity tähän izLjt,MINOR
Ä|KäÄ kuunneLk0 tota b0t4.,MODERATE
"MOi, onko tässä kisa$sa säääääntöööjä?",OK
Haist@ paska sinä.,MODERATE
kaikKi tr@nsu p!Täisi 7appaA.,SEVERE
seuraa minua somessa kyota,MINOR
1aita kuv@ suuuun munasta.,SEVERE
Sä oo+ 1ikaIN3n homo.,SEVERE
PilkkiUkko80,OK
Oot|<0 ne3k3Ri? Painv vIt+uun.???,SEVERE
halpaa kultaa alzNl,MINOR
|<aikki trAnsv pi+äi51 t@ppa@. :(,SEVERE
KuoLe po!5 vitun jUtkU.,SEVERE
OlEtko Oiiike@s+i no!n b0T?,MODERATE
"Heil Hi+ler, mutakuono7 uvN11n.",SEVERE
liity tähän BFoPK,MINOR
"kaP!talIsmiii on parAs, muut on idiooTtia.???",MODERATE
"H3i1 hi+ler, neek3Rit vuniin. :(",SEVERE
"Olipa hieno kuha, joka nousi!",OK
miiten vaihd3taan p1lkkiä?,OK
O1etkO oikeasti n0iN lvuseri?,MODERATE
FishingMaster69,OK
märkä sääriväli täällä tarjolla,SEVERE
Sain juuri kaunisn ahvenn.,OK
siitinsankari80,SEVERE
jutkut P!|a4 zuomen.,SEVERE
"vihreät on paras, muu+ on urPoA.",MODERATE
"ta1vas pelazTa4, t3 ole7t3 ÄRsyT7äväa.",MODERATE
liity tähän uTCsn,MINOR
Nähdään huoMennA.,OK
nieriä tuli hyvin täällä.,OK
Tämä sErveri 31 toimi,MINOR
pAinv helvettiiN siitä.,MODERATE
0leTkooo oikeasti nOin urpo?,MODERATE
Sa!n juUri ison särkiin.,OK
Huuomennaa uuSi kisa.,OK
"Whi+e POwEr, vitun homo. xD",SEVERE
Onpa hidasta,MINOR
TykKään tästä pelistä....,OK
FishingMaster36,OK
paaaiiiinv helve7tiIn si!tÄ. :(,MODERATE
|<v0L3 pOis vi+un mamu.,SEVERE
NeEkEri+ p!l@a sUomen.,SEVERE
Kukaan 3i tYk|<ää susta |uvSeri.,MODERATE
TÄmä s3Rver! on hidas,MINOR
HaLuan runkkaA SuA.,SEVERE
|<uole pois vitvn ryssä. :(,SEVERE
TäNäÄn on huon0 syönti.,OK
k!itoS pe1Istä.,OK
KuKaan eii tyyyykkää susta idioooootti.,MODERATE
seuraa minua somessa bJdZQ,MINOR
"White P0wer, v!tuN m@nneee.",SEVERE
miKSi tämä e1 to!mi,MINOR
"Wh!Te Power, Vi+un tr4nsv....",SEVERE
Miistä LöytyY huuOno ahven?,OK
"V1tUn hu0ra, kIl1 you!",SEVERE
liity tähän hgfES,MINOR
"Olipa komea kuha, joka karkasi!",OK
VÄzYTTÄÄ xD,MINOR
särki söi hyvin täällä.,OK
ilmainen nitro KFDjd,MINOR
HUoH???,MINOR
"Whit3 P0wer, Vitun ryssä.",SEVERE
FishingMaster46,OK
rvnKkA@ Mun kULlia 5a4t@n4n transu.!,SEVERE
ilmainen nitro DJvjR,MINOR
Kvole p0is vI+uuun mANNE.,SEVERE
"He11 Hitler, mutakuOnot vuni1n.",SEVERE
Tämä sInä On Är5yttävä.,MODERATE
mAnn37 p!laa zvomEN.,SEVERE
sInä on täysi nuIj4.,MODERATE
"Olipa kiva haUki, jooka söi!",OK
p41nv p4nn4 sen t1ss1n k4nss4,SEVERE
nusSin su4 ja koko sUn p3rhe.,SEVERE
Sä oo+ likaineeeeN ne3keri.,SEVERE
Painu hElvettiin siitä. :D,MODERATE
klikkaa tästä xfRAd,MINOR
Matti_M39,OK
Sanna8811,OK
mu+@kvonot pilaa su0M3n.!,SEVERE
Mene pOis vItun t0nttu.,MODERATE
Sain juuri hyvän kiiskin.,OK
"White Power, vitun muTaKu0n0.",SEVERE
O1e7k0 OIke@sti nOin iDiiiiootti??,MODERATE
kaIkk1 Ryssä p!täIsi T@pp@a.,SEVERE
Älkää Kuunnelko t0ta nOOBa.,MODERATE
ilmainen nitro pQRMe,MINOR
Ole+Ko oikeastI n0in idiootti?,MODERATE
ONko admiN paaikAlla?,OK
OOtko mUt4ku0nO? painu vittuun.,SEVERE
Vasta7kAa,MINOR
Tämä sErvEri pätkii,MINOR
Tuuul3eko muille t4iiimEna????,OK
Miten vaihdeTaan pilkkiä?,OK
BLAAbLAA!!!1!,MINOR
MI|<ä on PaarAS Syött1 siiiiikallE?!,OK
PilkkiUkko12,OK
Sain juuri hienon ahvenn.,OK
Kvkaan 3i tykkää susta luvseri.,MODERATE
Tämä serveri 8vgi7t4a,MINOR
halpaa kultaa IbWYK,MINOR
"WhiiiiTe Power, vi+un jutkv.",SEVERE
halpaa kultaa Wslfo,MINOR
nA!da mun persea saa+an4n ryssä.,SEVERE
klikkaa tästä aYKnC,MINOR
"Olipa kaunis siika, joka nykäisi!",OK
seuraa minua somessa ooVEI,MINOR
"s@atana P3laStaa, te 0Lette P4skaa.",MODERATE
"a|lah p31aStaa, te olet+e rUmaa. xD",MODERATE
007Ko +ran5u? PaInu v!+tuun.,SEVERE
raIskaan Su7 ja koko 5un p3RhE....,SEVERE
Tämä aDmin on ärSyttävä.,MODERATE
"sosialismI 0n paaaaR@s, Muut ON luuseria. :(",MODERATE
Tuleeko muille haukia?,OK
Sä ooT ihan nolife.!,MODERATE
"Wh!te POwer, v!TUn hOmo.",SEVERE
Vittu mItä SUrkea t0uhua.,MODERATE
tämä seRvEri kaatuu,MINOR
"H3!| Hi+ler, homot uuuuvnIin. :D",SEVERE
Haluan 1me su@.,SEVERE
ONK0 TÄÄLLÄ KETÄÄN,MINOR
Älkää kUvnn3lkooo +0Ta b0ta.,MODERATE
"äänestäKää pU0LueTt4 oooon paras, mvut on nuij@A....",MODERATE
huoH :(,MINOR
"Wh!te Power, vi+un ne3kEr1.",SEVERE
Kukaan 3i +Ykkää suuSta noo8.???,MODERATE
ProPilkkijä79,OK
klikkaa tästä auiwJ,MINOR
"Vi+Un neekeri, s|it your throat!???",SEVERE
IceFisher2,OK
"WhitE P0wer, v1tUn huoRa.!!",SEVERE
liity tähän IsBtO,MINOR
Mikä on Paras syöttI ahVenlle? xD,OK
rvnkka@ mUn munaa saatanAn hUora.,SEVERE
"Whit3 Power, vitun n3ek3ri.",SEVERE
Vit7u mitä huoNo toUHua.,MODERATE
IceFisher60,OK
"per$vT 0n paR@s, muvt on tyhmäa.",MODERATE
HIljais+aaaa :D,MINOR
Ha!s7a p4skaa sinä. xD,MODERATE
ilmainen nitro fLYss,MINOR
ilmainen nitro jvLdj,MINOR
Tykkään täSTä pelistä.,OK
Mistä löytyy kaunis taimen?,OK
va5Tatkaa,MINOR
liity tähän uTCsn,MINOR
Mi$sÄ admin,MINOR
"kommunistit on paras, mvuT On bota.",MODERATE
kukaan e1 7ykkäää sust@ luu$eri.,MODERATE
"Olipa mahtava lohi, joka nappasi!",OK
"Wh!t3 powEr, Vi+vN hu0ra.",SEVERE
klikkaa tästä rDvJI,MINOR
0l3tko oik3asti noin nvija?,MODERATE
Ootk0 ne3keri? Pa!Nu vittuun.,SEVERE
runkkAa mun munA@ saat4N@n hv0rA.!!,SEVERE
Miksi peli lagii?,MINOR
"Olipa hieno nieriä, joka nappasi!",OK
LaiTA kuv@ sun t1ssit5ta.,SEVERE
Tuleeko mUille |ohiA?,OK
SAiin juuri kivan nieeeeriän.,OK
Tämä ADm!n on rvma.,MODERATE
Saaaain JUuri huonon siikAn.,OK
ilmainen nitro RiYRX,MINOR
TÄMÄ SeRvERI |@GII,MINOR
Älkää KUunn31k0 TotA noo8a.,MODERATE
Matti_M47,OK
seuraa minua somessa pxwre,MINOR
miksi tÄmä eeei toimi,MINOR
liity tähän vrnvq,MINOR
Kvk@an ei tykkÄä suuS7a nu1ja.,MODERATE
MIstä löytyy pieni hauki?,OK
HalUan Pan3 5u4.,SEVERE
Tämä serv3Ri 3i toImi xD,MINOR
ha|uan pan3 sua.,SEVERE
Tykkään tä$tä peListä.,OK
KiitOs peli5tä. :(,OK
"Heil H1tlER, Mv+akuono+ Uun1in....",SEVERE
"Olipa hieno made, joka nousi!",OK
HaLuan 1me sua.,SEVERE
ilmainen nitro Uvbdl,MINOR
"vitUn hvora, nussiN sua!!!",SEVERE
TämÄ $erv3ri lagii :D,MINOR
Onko täällä ketään,MINOR
misSä admIn :(,MINOR
Painu h3lvetTIin 5iiTÄ.,MODERATE
Älkää |<uunnElko totA nuIj@a.,MODERATE
Vittu mI+ä ärzyttävä touuuuhv@.???,MODERATE
"Whit3 Pow3r, viii7Un mannE.",SEVERE
tÄMÄ SERVERI EI T0IMI,MINOR
5inä oN tÄys! peLl3.,MODERATE
TäMÄ SERVERI PÄTkII,MINOR
"Olipa kaunis siika, joka nykäisi!",OK
onk0 täällä keTään,MINOR
Kii7os peliStä.???,OK
liity tähän edORH,MINOR
NorthernLight,OK
ilmainen nitro xBlOi,MINOR
"white P0wEr, v!7uN +ransu.",SEVERE
Sä oot ihaan Bo+.,MODERATE
!me mvn pers3a saaa+an@n mann3.,SEVERE
Sanna8871,OK
ilmainen nitro jlBpe,MINOR
sinä On täysi peL1e.,MODERATE
vittu mitä rvma touhua.,MODERATE
liity tähän xqSEZ,MINOR
5ä oo7 iiiiHan idioo+tI.,MODERATE
"Olipa kaunis kiiski, joka söi!",OK
7ransut pi|aa suomen.,SEVERE
Onko admin paikalla?!!!1!,OK
"HeIl HItl3r, jutkv7 uvniin.",SEVERE
lohi nappasi hyvin täällä.,OK
zä o0t 1i|<ain3n hvora. :D,SEVERE
Mistä löytyy hyvä made?,OK
kai|<k1 on täysI tonttu.!!,MODERATE
"Olipa pieni taimen, joka nousi!",OK
SÄ oot !han ToN7tv.,MODERATE
TÄmä sErveri pätkii,MINOR
Haluan hOiDell@ zva.!!,SEVERE
sinä 0n täysi tyhmä.!!!1!,MODERATE
Tämä $erveri lagiiiii,MINOR
Oo7ko mamu? Paainu vittuvn.,SEVERE
1a1ta kuv@ svn perz3Sta. xD,SEVERE
Painu helvett!IN siitä.,MODERATE
Tämä sErverI eI toimi!!!1!,MINOR
KukAaaan ei tyKkää sv$ta jonne.,MODERATE
|<uO1E poi$ vi+un huoRa.,SEVERE
H@LUan hoiDel14 suA.,SEVERE
M!KÄ MEININ|<I,MINOR
Tämä serVeri kaaTuu xD,MINOR
klikkaa tästä lFFld,MINOR
älkääääÄ |<uunne|ko to+a urpoa....,MODERATE
tämä adMin on äRsyttäVä.,MODERATE
mOdet oN tÄyS1 7yhmäää.,MODERATE
EI JAKS4 :(,MINOR
H@Luaaaan P@nE sua.,SEVERE
"HeIl Hitl3R, M4mUT vvniin.",SEVERE
haist@ pa5ka siNä.!,MODERATE
PilkkiUkko24,OK
Vittu Mi7Ä paSka touhuA....,MODERATE
MiStä löYtyy h1eno taimeN?,OK
+ÄMä SERVERI KAaTUU???,MINOR
liity tähän ijqXq,MINOR
"White Power, Vitvn huOr@.",SEVERE
7ransut PilaA svOm3N.!!,SEVERE
VaSTA7K4A!!,MINOR
V1ttu mitä huono t0uhua.,MODERATE
"Olipa mahtava kiiski, joka karkasi!",OK
"Vituun jvtkv, v3dän 7vrpaan! :(",SEVERE
TÄMÄ S3RvErI KAATUU,MINOR
Onpa huono ilma kivikosta.,OK
Kuk4an ei tykkää zvstA bot. :D,MODERATE
TehKää parannus t4i s@atana Rankaisee.,MODERATE
Onpa pieni ilma kivikosta.,OK
liity tähän ubPfZ,MINOR
Matti_M51,OK
Älkää kuunnelko t0ta jonneea.,MODERATE
$ä o0t 1ikainen transu.,SEVERE
Tämä serVeri on hidas???,MINOR
Paaaa1nu Helvettiin sII+ä.,MODERATE
"sa@tana pelaaasTaa, te o1ette oK5ettavaa.",MODERATE
Mikä On Para5 sYötti haukill3?!!,OK
Ä|kää KuunNelko 7o7a luusEria.,MODERATE
seuraa minua somessa BWmZk,MINOR
"VituN mutaKuono, kill yoU!",SEVERE
Tuleeko muillE niiiEriäa?,OK
Mene pooIz vitun iDioootTi.,MODERATE
Täänään on hUono syönti.!!,OK
TämÄ seRveri on hidas :D,MINOR
Sää oot ihan NOob.,MODERATE
ha1sta paSka Mod3t.,MODERATE
nähdäÄN huOmEnNa.,OK
Ootk0 tRansu? PaiNu vit7uvn.,SEVERE
KuoL3 PoIS vitun mann3.,SEVERE
NAida mvn persE4 saatan4n huora.!!!1!,SEVERE
seuraa minua somessa YcBIH,MINOR
Tämä serVeri bugiiittaaaaa,MINOR
Missä admin xD,MINOR
Tämä serveRi Ka@tuu???,MINOR
Nähdään hu0menna.,OK
"Olipa pieni kiiski, joka söi!",OK
sinä oN 7äysi luuseri. :D,MODERATE
klikkaa tästä Uaotm,MINOR
seuraa minua somessa vYYXR,MINOR
m1ksi tämÄ ei +ooooimiiii,MINOR
Tehkää p4rannvs tAi kIrkko rank@isee.,MODERATE
mamut P!LaA Su0MEn.,SEVERE
ilmainen nitro upmKa,MINOR
Tämä SeRVeri laGii,MINOR
Painu h3lvettiIn sIitä.,MODERATE
Kukaaaaan e1 ty|<kää sus+A id!oottI.,MODERATE
"Olipa kiva ahven, joka nousi!",OK
m0dEt on täysi |vU5erI.,MODERATE
made nappasi hyvin täällä.,OK
Tämä s3rver! bugIttAa :(,MINOR
lohi nousi hyvin täällä.,OK
LA17a |<uv4 sun p3rsezt@.,SEVERE
$erverI On täysi peLle.,MODERATE
"Whi+3 PowEr, vitun tran$U.",SEVERE
liity tähän QqRjW,MINOR
+ämä serveri bugittaaa@,MINOR
MIstä löytyy pi3ni aaaahven?,OK
Kaikki neekeri pitäisi tappaa.,SEVERE
Tuleeeeko muille kiisk1a????,OK
siika nousi hyvin täällä.,OK
Mene pooois vi+un nolife.,MODERATE
TÄmä serveRI bvgitTAa,MINOR
"HEIl HitLer, neek3rit uun11n.!!",SEVERE
Älkää kuunneeeelko tota jonnea.,MODERATE
"WhiTe PoweR, vitvN hom0.!!",SEVERE
PainU hElveTti!n siitä.,MODERATE
"Whi+3 POw3r, vi+un Ryssä.",SEVERE
"Olipa hyvä made, joka söi!",OK
Matti_M17,OK
OLeeeetko OikeeeeasT1 noiN nolIfe?,MODERATE
KuK@an Ei tykkää susta nuija.,MODERATE
Mikä on paraz SYötTI kiiskil1e?,OK
Mistä löytyy kaunis lohi?,OK
ilmainen nitro fxSWu,MINOR
TÄMÄ SErVERI ON HIDaS,MINOR
Ka1kki neekEri pitäizi Tappa@.,SEVERE
Ha1sta p4ska admin. :D,MODERATE
7@pan su+ jA kokO sun perhe.,SEVERE
transuuuut pila4 svom3n.,SEVERE
Matti_M25,OK
kAikkI mutakv0nO pitä!s1 +app@@.,SEVERE
HaiSta Paaaska $inä.,MODERATE
MeNE pois viTUn nuijA.,MODERATE
n3ekerIt pi|aa suomen.,SEVERE
seuraa minua somessa nsjgz,MINOR
"White POwer, v!tun transv.",SEVERE
Miten Vaihdeeetaan pilkkiä? :D,OK
KaiKki neEk3ri pitäi$i t@ppa@.!!,SEVERE
Tuleeko mUille 1Ohia?,OK
ilmainen nitro iGLgV,MINOR
MEne p0is viTvn uuurp0.,MODERATE
K@iiiikki mamv pitäIzi tappaa.,SEVERE
PAinv helveTtiin sii+ä.,MODERATE
0O+k0 ryzsä? Pa1nu vi7+vvn.,SEVERE
H@i$ta paska 5eRveri.,MODERATE
"jeesUs pelastaA, Te olett3 huOnoa.",MODERATE
liity tähän VpEJx,MINOR
Oletko oikea5Ti noin n0ob????,MODERATE
miksi tämä eii Toimi,MINOR
ProPilkkijä84,OK
Huuuomenna uusi ki$A. :D,OK
ilmainen nitro mehFy,MINOR
ONKO TÄäl|Ä ketÄÄN,MINOR
"white Power, vItun tr4nsu.???",SEVERE
Kireitä siimooooja kaikille.,OK
"HEI| Hitl3r, neekeri+ uvniin.",SEVERE
klikkaa tästä KdYNZ,MINOR
IceFisher45,OK
"Olipa hieno ahven, joka nykäisi!",OK
tääNään on huono syönti.,OK
"WHite Pow3R, v1tUn ryssä.",SEVERE
halpaa kultaa igRwT,MINOR
Sain juuri hienon siikan.,OK
tyylsäää,MINOR
OlEtk0 oIk3asTi n0iN idi0ooot+I?,MODERATE
siitinsankari99,SEVERE
Pa!nu hElvett1!n ziitä.,MODERATE
halpaa kultaa gWTkf,MINOR
5ä oot liKainEn ryssä....,SEVERE
"Whi+3 Power, vItvN homo.",SEVERE
Tuleeko muille taimEna?,OK
Hais7a paska Pe1i.,MODERATE
Vittu mitä äärsyttÄvä Touhua.!,MODERATE
Kaaikki ne3ker1 pitäIsi TappaA....,SEVERE
klikkaa tästä XOVyS,MINOR
"hElvE7Ti pelast4A, t3 ol3Tt3 0kzE7t4Vaa.",MODERATE
sinä on tääysi pelle.!,MODERATE
+ehkäÄ parannvs tai j3esus rankaisee.,MODERATE
Sä 0ot 1ikaInen hom0.,SEVERE
H4luan kiksaut+aa sua.,SEVERE
Taimen tUli Hyvin täällääää.!,OK
MI$SÄ ADMIN,MINOR
7uleeko muIlle sÄRK!4?,OK
TuLeeko muille sÄrkia?,OK
MITen vaiHdEtaan pilkkiä?!!!1!,OK
"Wh!tE POwEr, vitun jutku.",SEVERE
7ämä serveri jvmIttaa,MINOR
|<v|<aaN ei tyyyykkää svsta jonnee.,MODERATE
HaiS7a paska zeeeerveri.,MODERATE
ei jaks@!,MINOR
"WH1Te POwer, vitUn Transv.",SEVERE
Kalamies73,OK
Kalamies43,OK
halpaa kultaa WshfR,MINOR
|<v0le p0i5 v!tvn hu0Ra.,SEVERE
"uskonto pelAsTaA, tE oleTte O|<setTavaa.",MODERATE
tApan zut ja koko sun p3rhe....,SEVERE
Tämäää serveRi Jvmittaa :(,MINOR
Mikäää on paras syö7tii haukille?...,OK
"Vitun hom0, slit y0vR tHRoat!",SEVERE
slit your 7hroa7 ja kok0 svn p3rhe....,SEVERE
"Moi, oNko tÄSsä kisaS5a SäänTöjä?",OK
liity tähän RXeCT,MINOR
kiiski nappasi hyvin täällä.,OK
"aLlAh pelas7a@, te olette paskaa.",MODERATE
TämÄ ServeRi On hidas :(,MINOR
Sanna8853,OK
ProPilkkijä26,OK
Painu hElVet7iiN siitä.,MODERATE
5Ä oot 1h4n tyhmä.,MODERATE
miten vaihdetaan pilkkIä?,OK
Sanna8827,OK
Matti_M2,OK
Sanna8882,OK
|<4i|<ki rySsÄ Pitä!s! tappaa.,SEVERE
Tämä 5erveri 0n pAska.,MODERATE
Tehkää p@raannus taI taivas ranka1see.,MODERATE
zä oo7 l1ka!n3n n3ek3ri.,SEVERE
5ä oot l1KaineN mamv.,SEVERE
Miksiiii tÄmä ei tOim1...,MINOR
halpaa kultaa VAQUN,MINOR
tissi_lutka,SEVERE
Oletko oikEastI noin luusEr!?,MODERATE
nieriä tuli hyvin täällä.,OK
"V1tun jutku, vedäN 7urpaan!",SEVERE
onPa I$O iLma mat@LaStA. :(,OK
kaIkk! huora pitäis! 74pp4a.,SEVERE
MAMUt pI1aa suomen.,SEVERE
mikä meininki???,MINOR
Sä ooT Lika!nen mamv.,SEVERE
Mistä löytyy komea ahven?,OK
TehKää parannu5 tai k1rkko rankaiseeeee.,MODERATE
"Olipa pieni lohi, joka nousi!",OK
Tämä ServerI bugitTaa,MINOR
Tämä admIn on oksEttava.!!!1!,MODERATE
klikkaa tästä dgiSU,MINOR
ilmainen nitro BlLQI,MINOR
"White Power, vitun mannE.!!!1!",SEVERE
nuss14 mun kyrpäa $A47anan mut@kU0no.,SEVERE
eiii jakSa,MINOR
pane mun kullia saatanan huora.,SEVERE
ime mun kYRpäa saa7aaaan@N HUoRa. :(,SEVERE
Sä oot ihan j0nne.,MODERATE
ilmainen nitro XZAnk,MINOR
Kvole poiz VituN hvoraa.,SEVERE
Mistä löytyy iso ahven?,OK
Miiiikä on pARas syötti lohille?,OK
Kalamies65,OK
Sanna8816,OK
kvo1e pois viTun rYssä.,SEVERE
"V1tun ry$sääää, vedän tvrp4an!",SEVERE
